subject,TR,BOLD,hemisphere,faces
115825,841,"[12676.98242188 11312.37011719 12259.56542969 ... 10607.40820312
 11504.96289062 11334.46484375]",RH,[1.]
115825,842,"[12405.86914062 11306.39160156 12269.04980469 ... 10510.14746094
 11500.84179688 11428.85253906]",RH,[1.]
115825,843,"[12661.20117188 11603.67773438 12380.12109375 ... 10368.79492188
 11077.81445312 11161.53125   ]",RH,[1.]
115825,844,"[12616.11230469 11500.51464844 12744.63085938 ...  9976.87988281
 11000.33691406 10914.47363281]",RH,[1.]
115825,845,"[12773.390625   11771.59179688 12499.11523438 ... 10391.83886719
 11296.10546875 11301.72070312]",RH,[1.]
115825,846,"[12756.3984375  11584.65917969 12400.64257812 ... 10538.69042969
 11336.16699219 11288.08886719]",RH,[1.]
115825,847,"[12214.09472656 11376.87011719 12127.83496094 ... 10440.43066406
 11351.5703125  11280.921875  ]",RH,[1.]
115825,848,"[12489.7578125  11631.421875   12217.94335938 ... 10295.45703125
 11183.6484375  11128.1640625 ]",RH,[1.]
115825,849,"[12651.61132812 11767.30859375 12592.6640625  ... 10394.79589844
 11228.83007812 11262.07324219]",RH,[1.]
115825,850,"[12508.74609375 11615.93945312 12417.49902344 ... 10979.91992188
 11597.28125    11598.55273438]",RH,[1.]
115825,851,"[12718.17871094 11605.99121094 12416.03222656 ... 10631.45117188
 11344.18457031 11275.81542969]",RH,[1.]
115825,852,"[12355.23242188 11516.32910156 12502.20507812 ... 10191.63476562
 11177.39648438 11136.515625  ]",RH,[1.]
115825,853,"[12397.76171875 11588.88671875 12366.78515625 ... 10273.2109375
 11160.0390625  11127.0703125 ]",RH,[0.]
115825,854,"[12620.25390625 11539.83789062 12570.1484375  ... 10405.72460938
 11358.79101562 11195.15625   ]",RH,[0.]
115825,855,"[12878.75488281 11611.91308594 12388.80664062 ... 10090.53710938
 11039.80175781 11070.10742188]",RH,[0.]
115825,856,"[12752.96972656 11608.60253906 12199.8359375  ... 10681.72851562
 11777.5859375  11483.84375   ]",RH,[0.]
115825,857,"[12795.09765625 11401.72363281 12093.36230469 ... 10822.76171875
 11739.67578125 11599.36914062]",RH,[0.]
115825,858,"[12764.00976562 11679.20800781 12316.34375    ... 10527.41699219
 11596.12988281 11329.75585938]",RH,[0.]
115825,859,"[12615.1171875  11382.68359375 12366.58007812 ... 10865.71875
 11770.87597656 11643.89746094]",RH,[1.]
115825,860,"[12547.95410156 11423.56738281 12271.77441406 ... 10875.34179688
 11682.12792969 11591.37304688]",RH,[1.]
115825,861,"[12782.64453125 11746.30566406 12326.57324219 ... 10414.72070312
 11255.49804688 11234.38671875]",RH,[0.]
115825,862,"[12589.76171875 11654.77050781 12597.23632812 ... 10565.06640625
 11389.15429688 11310.74902344]",RH,[0.]
115825,863,"[12811.72070312 11710.43261719 12503.14257812 ... 10590.01464844
 11519.40820312 11386.32128906]",RH,[0.]
115825,864,"[12885.45605469 11831.51367188 12585.78417969 ... 10817.98828125
 11695.18457031 11524.28515625]",RH,[1.]
115825,865,"[12477.34765625 11308.45117188 12362.44433594 ... 10593.27636719
 11719.046875   11333.90917969]",RH,[1.]
115825,866,"[12442.71484375 11811.94726562 12478.61914062 ... 10359.671875
 11340.38085938 11154.49414062]",RH,[1.]
115825,867,"[12592.42871094 11543.75878906 12393.00390625 ... 10539.7265625
 11448.26367188 11386.07617188]",RH,[1.]
115825,868,"[12949.64941406 11787.37109375 12496.73632812 ... 10802.49316406
 11366.65722656 11646.16796875]",RH,[1.]
115825,869,"[12770.31542969 11694.10644531 12571.98535156 ... 10965.27246094
 11944.57519531 11648.82421875]",RH,[1.]
115825,870,"[12881.26367188 11700.59082031 12509.69140625 ... 10827.14355469
 11592.22460938 11562.16113281]",RH,[1.]
115825,871,"[12763.95703125 11587.92871094 12356.39453125 ... 10123.47753906
 11070.27539062 10987.54882812]",RH,[0.]
115825,872,"[12809.30664062 11356.52246094 12482.74511719 ... 10474.05566406
 11533.08203125 11309.11621094]",RH,[0.]
115825,873,"[12834.83203125 11622.27636719 12307.71191406 ... 10447.21386719
 11307.48535156 11184.44433594]",RH,[1.]
115825,874,"[12730.96386719 11670.76757812 12281.47558594 ... 10552.98535156
 11596.20410156 11492.13867188]",RH,[1.]
115825,875,"[12724.20703125 11547.92480469 12474.52929688 ... 10561.84863281
 11468.12109375 11415.43652344]",RH,[1.]
115825,876,"[12819.36523438 11634.33105469 12477.25683594 ... 10768.56542969
 11711.27734375 11561.32421875]",RH,[1.]
115825,877,"[12822.04394531 11318.57128906 12279.73339844 ... 10727.98242188
 11694.45019531 11563.20605469]",RH,[1.]
115825,878,"[12609.93945312 11481.81152344 12162.13574219 ... 10579.26855469
 11406.10839844 11363.14453125]",RH,[0.]
115825,879,"[12502.07421875 11431.67578125 12305.72265625 ... 10474.61914062
 11365.2578125  11227.75878906]",RH,[1.]
115825,880,"[12778.75       11338.46777344 12153.3125     ... 10455.09863281
 11290.03613281 11256.34082031]",RH,[1.]
115825,881,"[12563.2734375  11578.92382812 12338.42675781 ... 10512.19921875
 11397.88671875 11248.78320312]",RH,[0.]
115825,882,"[12556.81640625 11239.80371094 12068.45117188 ... 10902.34570312
 11577.28710938 11706.00390625]",RH,[0.]
115825,883,"[12554.015625   11312.05761719 11975.73046875 ... 10647.0078125
 11593.97460938 11358.55957031]",RH,[0.]
115825,884,"[12338.90332031 11152.71386719 12088.73632812 ... 10547.58886719
 11519.02539062 11325.46289062]",RH,[0.]
115825,885,"[12561.9453125  11470.47460938 12432.62109375 ... 10592.62890625
 11497.07226562 11582.16992188]",RH,[0.]
115825,886,"[12830.04492188 11046.90039062 12035.17578125 ... 10435.38476562
 11492.68554688 11220.50878906]",RH,[0.]
115825,887,"[12784.54101562 11761.36914062 12508.84472656 ... 10817.21191406
 11737.77441406 11724.48144531]",RH,[0.]
115825,888,"[12747.52441406 11075.38476562 11886.93359375 ... 10936.96289062
 11680.67480469 11829.72558594]",RH,[1.]
115825,889,"[12806.37304688 11505.97460938 12353.77246094 ... 10906.6953125
 11695.7890625  11562.33691406]",RH,[1.]
115825,890,"[12644.54394531 11310.82324219 12268.81640625 ... 10630.171875
 11582.13476562 11416.60253906]",RH,[0.]
115825,891,"[12783.81640625 11246.66210938 12335.40332031 ... 10560.76367188
 11398.49316406 11343.15722656]",RH,[0.]
115825,892,"[12774.55566406 11467.55371094 12349.09179688 ... 10527.13183594
 11480.94335938 11366.62304688]",RH,[0.]
115825,893,"[12761.29394531 11615.56933594 12512.44238281 ... 10950.40722656
 11811.37109375 11799.47949219]",RH,[0.]
115825,894,"[12715.55078125 11524.21386719 12431.94433594 ... 10828.03027344
 11909.76660156 11658.32421875]",RH,[0.]
115825,895,"[12526.79296875 11543.27148438 12348.0546875  ... 11215.48242188
 12151.02636719 11816.46191406]",RH,[0.]
115825,896,"[12621.5625     11273.40332031 12135.95996094 ... 10795.03417969
 11540.75292969 11220.75488281]",RH,[0.]
115825,897,"[12283.43652344 11373.546875   12169.10449219 ... 10627.08886719
 11548.6484375  11367.66503906]",RH,[0.]
115825,898,"[12356.00683594 11473.37695312 12200.06640625 ... 10725.40429688
 11409.52539062 11539.515625  ]",RH,[0.]
115825,899,"[12662.15527344 11802.85449219 12416.84082031 ... 10515.1015625
 11506.60253906 11442.77539062]",RH,[0.]
115825,900,"[12483.67285156 11540.87207031 12266.31542969 ... 10717.24609375
 11532.55859375 11489.88183594]",RH,[0.]
115825,901,"[12790.07226562 11511.29492188 12182.421875   ... 10942.58789062
 11941.13671875 11683.39648438]",RH,[0.]
115825,902,"[12508.11230469 11246.72460938 12359.08496094 ... 10309.87695312
 11211.546875   11078.06152344]",RH,[0.]
115825,903,"[12726.73828125 11821.53808594 12645.20214844 ... 10718.25585938
 11527.08691406 11496.66699219]",RH,[0.]
115825,904,"[12480.50878906 11610.84667969 12288.75976562 ... 10686.62109375
 11507.35253906 11371.57910156]",RH,[0.]
115825,905,"[12652.41601562 11653.015625   12420.40234375 ... 10602.63964844
 11357.70800781 11365.359375  ]",RH,[0.]
115825,906,"[12415.83300781 11324.27832031 12162.67480469 ... 10219.16796875
 11188.01074219 10991.98242188]",RH,[0.]
115825,907,"[12452.39746094 11413.54394531 12253.14941406 ... 10238.33691406
 11149.12792969 11041.80371094]",RH,[1.]
115825,908,"[12934.0546875  11902.61425781 12436.15820312 ... 10694.35058594
 11636.6171875  11473.69238281]",RH,[0.]
115825,909,"[12651.69628906 11528.90039062 12628.53808594 ... 10176.60351562
 11156.60058594 10994.02636719]",RH,[0.]
115825,910,"[12459.95703125 11734.12988281 12430.93652344 ... 10384.234375
 11371.19042969 11215.14746094]",RH,[0.]
115825,911,"[12458.31054688 11258.35644531 12268.546875   ... 10128.47167969
 11239.07519531 10875.81054688]",RH,[0.]
115825,912,"[12107.57519531 11849.5546875  12604.29785156 ... 10541.77539062
 11473.04199219 11280.36425781]",RH,[0.]
115825,913,"[12249.11132812 11359.98828125 12234.765625   ... 10340.6171875
 11340.31640625 11208.94042969]",RH,[0.]
115825,914,"[12889.63574219 11585.77148438 12196.8203125  ... 10594.125
 11553.51269531 11299.36230469]",RH,[0.]
115825,915,"[12912.52148438 11257.56738281 12135.00488281 ... 10664.62597656
 11694.9140625  11560.72558594]",RH,[1.]
115825,916,"[12597.26269531 11598.68164062 12399.52734375 ... 10847.59375
 11756.78125    11559.08496094]",RH,[0.]
115825,917,"[12184.28320312 11335.56933594 12249.09277344 ... 10641.65234375
 11404.27539062 11440.95214844]",RH,[0.]
115825,918,"[12617.5546875  11250.98535156 12139.7109375  ... 10504.94140625
 11283.20703125 11286.26464844]",RH,[0.]
115825,919,"[12337.99316406 11329.67285156 12169.83300781 ... 10676.20019531
 11528.04003906 11538.95410156]",RH,[1.]
115825,920,"[12509.92675781 11257.55371094 11927.57714844 ... 10509.78808594
 11299.3125     11169.0078125 ]",RH,[1.]
115825,921,"[12839.95410156 11479.33691406 12373.21484375 ... 10388.44042969
 11363.24023438 11276.94335938]",RH,[0.]
115825,922,"[13105.09570312 11702.97753906 12455.1328125  ... 10773.34863281
 11552.02148438 11569.16015625]",RH,[0.]
115825,923,"[12765.56640625 11671.15917969 12473.75292969 ... 10656.60253906
 11487.59472656 11420.94335938]",RH,[0.]
115825,924,"[12833.20214844 11557.25097656 12204.38769531 ... 10677.30273438
 11626.12304688 11506.91308594]",RH,[1.]
115825,925,"[11983.30761719 11436.00488281 12430.77246094 ... 10580.04394531
 11452.1484375  11510.83691406]",RH,[1.]
115825,926,"[12438.5625     11365.50683594 12144.53027344 ... 10709.46777344
 11533.53222656 11465.53417969]",RH,[1.]
115825,927,"[12772.13085938 11447.89160156 12365.28417969 ... 10500.35058594
 11568.06542969 11363.890625  ]",RH,[1.]
115825,928,"[12621.75390625 11462.76367188 12400.75097656 ... 10535.2734375
 11451.68554688 11391.32421875]",RH,[1.]
115825,929,"[12975.99707031 11626.31933594 12341.67285156 ... 10201.87304688
 11039.62792969 11162.25292969]",RH,[0.]
115825,930,"[12860.37402344 11511.79101562 12196.06835938 ... 10262.67675781
 11083.71191406 11192.140625  ]",RH,[0.]
115825,931,"[12773.65625    11183.58105469 12219.73828125 ... 10830.82226562
 11680.27734375 11594.78613281]",RH,[0.]
115825,932,"[12580.76464844 11475.10546875 12244.         ... 10552.54101562
 11560.328125   11204.05957031]",RH,[1.]
115825,933,"[12852.26855469 11813.43457031 12554.19628906 ... 10682.73925781
 11515.984375   11617.51953125]",RH,[1.]
115825,934,"[13253.69628906 11487.63574219 12347.25878906 ... 10843.87402344
 11570.65136719 11818.3515625 ]",RH,[0.]
115825,935,"[13052.52441406 11122.78320312 11909.04003906 ... 11116.01660156
 11861.90039062 11776.75585938]",RH,[1.]
115825,936,"[13194.14648438 11566.55761719 12398.19824219 ... 11197.94824219
 11905.57226562 11773.79882812]",RH,[1.]
115825,937,"[13130.12207031 11325.91796875 12358.01953125 ... 11206.69433594
 11906.31347656 11832.13183594]",RH,[1.]
115825,938,"[12796.16015625 11389.45410156 12447.75488281 ... 10633.17089844
 11307.91308594 11363.54589844]",RH,[1.]
115825,939,"[12433.34667969 11632.45898438 12266.1015625  ... 10472.44628906
 11316.85351562 11387.95898438]",RH,[1.]
115825,940,"[12322.05371094 11336.57128906 12109.08691406 ... 10562.95996094
 11441.46289062 11350.99511719]",RH,[1.]
115825,941,"[12550.97265625 11418.94726562 12409.63085938 ... 10653.72363281
 11543.859375   11301.89550781]",RH,[0.]
115825,942,"[12517.66796875 11295.12988281 12141.87792969 ... 10691.18847656
 11683.8203125  11477.99804688]",RH,[0.]
115825,943,"[12305.05566406 11259.73339844 12155.57910156 ... 10671.5390625
 11765.88867188 11520.66992188]",RH,[0.]
115825,944,"[12779.953125   11591.17480469 12345.48535156 ... 10261.36230469
 11157.25292969 11199.87109375]",RH,[1.]
115825,945,"[12530.09179688 10956.10058594 11840.26464844 ... 10732.88085938
 11578.67871094 11389.08007812]",RH,[0.]
115825,946,"[12728.30859375 11432.46972656 12424.86523438 ... 10683.14257812
 11703.86425781 11551.61328125]",RH,[0.]
115825,947,"[12842.73144531 11350.40917969 12341.80761719 ... 10171.55761719
 11030.25488281 11032.35839844]",RH,[0.]
115825,948,"[12719.12597656 11533.19921875 12155.015625   ... 10229.66992188
 11273.03808594 10992.11132812]",RH,[0.]
115825,949,"[12534.01855469 11482.24609375 12179.84375    ... 10797.
 11695.46875    11518.26269531]",RH,[0.]
115825,950,"[12936.21777344 11533.609375   12225.77832031 ... 10598.22167969
 11381.80761719 11379.41992188]",RH,[0.]
115825,951,"[12782.05761719 11574.78710938 12487.99511719 ... 10997.50585938
 11805.26269531 11815.95214844]",RH,[0.]
115825,952,"[12679.16015625 11465.02734375 12123.76953125 ... 10765.23535156
 11569.03320312 11451.04882812]",RH,[0.]
115825,953,"[12551.80859375 11831.8515625  12436.09570312 ... 10557.37011719
 11532.7890625  11431.28125   ]",RH,[0.]
115825,954,"[12522.72851562 11440.34765625 12248.17871094 ... 11063.01269531
 11661.67480469 11675.18164062]",RH,[0.]
115825,955,"[12676.79980469 11533.88476562 12170.13085938 ... 10784.125
 11673.78027344 11656.37597656]",RH,[0.]
115825,956,"[12744.01660156 11430.16308594 12053.52246094 ... 10831.94140625
 11648.17871094 11440.15625   ]",RH,[0.]
115825,957,"[12664.99511719 11144.07714844 12109.1953125  ... 10926.60644531
 11822.71289062 11691.97363281]",RH,[0.]
115825,958,"[12680.4375     11415.31542969 12014.35546875 ... 11031.13476562
 11771.84765625 11747.18847656]",RH,[0.]
115825,959,"[12745.921875   11683.33984375 12318.36132812 ... 10823.85742188
 11772.01855469 11416.47167969]",RH,[0.]
115825,960,"[12470.41503906 11511.41992188 12226.609375   ... 10819.640625
 11625.62011719 11444.01855469]",RH,[0.]
115825,961,"[12521.93457031 11330.55664062 12235.31835938 ... 10803.45605469
 11657.2734375  11466.109375  ]",RH,[1.]
115825,962,"[12644.68457031 11280.13378906 12122.95019531 ... 11192.47363281
 12173.96679688 11850.97265625]",RH,[0.]
115825,963,"[12873.27441406 11333.50195312 12017.7734375  ... 10739.00488281
 11543.66699219 11520.81835938]",RH,[0.]
115825,964,"[12432.7890625  11372.51269531 12270.54101562 ... 10301.79589844
 11061.8515625  11261.63085938]",RH,[0.]
115825,965,"[12569.4140625  11381.01660156 12304.29296875 ... 10529.75390625
 11452.95507812 11228.80566406]",RH,[0.]
115825,966,"[12484.31152344 11406.90429688 12154.70214844 ... 10348.12988281
 11303.02636719 11056.79882812]",RH,[0.]
115825,967,"[12585.88378906 11581.68554688 12357.015625   ... 10623.78320312
 11545.3359375  11484.0390625 ]",RH,[0.]
115825,968,"[13044.35351562 11389.82519531 12281.79101562 ... 10393.60644531
 11329.32128906 11271.53613281]",RH,[1.]
115825,969,"[12576.03613281 11642.55761719 12369.43554688 ... 11157.69433594
 11762.9296875  11801.85839844]",RH,[1.]
115825,970,"[12469.59375    11434.06542969 12323.79296875 ... 10751.81738281
 11721.01757812 11319.84082031]",RH,[1.]
115825,971,"[12294.75488281 11325.38671875 12284.05859375 ... 10508.98828125
 11368.8203125  11157.44335938]",RH,[1.]
115825,972,"[12482.89941406 11563.4453125  12278.41601562 ... 10560.10742188
 11597.43359375 11317.46777344]",RH,[1.]
115825,973,"[12813.59570312 11651.52148438 12381.50488281 ... 10355.76171875
 11353.18945312 11128.00097656]",RH,[1.]
115825,974,"[12717.65625    11362.18652344 12180.19921875 ... 10522.63671875
 11636.72558594 11251.47558594]",RH,[1.]
115825,975,"[12486.421875   11092.36816406 12372.54589844 ... 10279.20800781
 11243.6484375  11137.09472656]",RH,[1.]
115825,976,"[12572.38769531 11620.41308594 12531.95019531 ... 10547.32519531
 11368.25878906 11322.12792969]",RH,[1.]
115825,977,"[12617.17675781 11048.83203125 11940.02539062 ... 10345.87597656
 11496.73828125 11229.22265625]",RH,[1.]
115825,978,"[12532.89160156 11600.03417969 12324.1328125  ... 10638.66992188
 11550.36035156 11297.42382812]",RH,[1.]
115825,979,"[12958.8359375  11284.58203125 12413.29199219 ... 10544.55664062
 11569.10351562 11161.53125   ]",RH,[1.]
115825,980,"[12669.08984375 11560.57714844 12241.46582031 ... 10686.69335938
 11519.55175781 11492.77734375]",RH,[1.]
115825,981,"[12609.98730469 11471.67089844 12388.9609375  ... 10501.44921875
 11503.4453125  11326.45507812]",RH,[1.]
115825,982,"[12699.20605469 11634.01953125 12343.07421875 ... 10435.29199219
 11271.53710938 11144.82324219]",RH,[1.]
115825,983,"[12480.47070312 11390.68554688 12561.72949219 ... 10014.79980469
 10930.42285156 10852.17480469]",RH,[1.]
115825,984,"[12531.49414062 11654.50390625 12504.77832031 ... 10307.17675781
 11280.90917969 11192.66894531]",RH,[0.]
115825,985,"[12649.14550781 11461.27539062 12486.82128906 ... 10745.44335938
 11495.93066406 11443.72070312]",RH,[0.]
115825,986,"[12964.85644531 11488.78808594 12503.73535156 ... 10299.1640625
 11189.51367188 11287.96582031]",RH,[0.]
115825,987,"[12973.15039062 11829.90625    12614.7421875  ... 10805.70507812
 11887.6953125  11614.21386719]",RH,[0.]
115825,988,"[12659.05371094 11749.15136719 12350.63671875 ... 11012.35839844
 11984.03027344 11728.12402344]",RH,[0.]
115825,989,"[12835.01171875 11699.39355469 12448.41601562 ... 10694.70214844
 11502.90039062 11498.3359375 ]",RH,[1.]
115825,990,"[12726.05859375 11776.13574219 12595.95117188 ... 10792.85839844
 11760.05078125 11458.22949219]",RH,[1.]
115825,991,"[12497.16308594 11438.00488281 12328.90429688 ... 10457.95507812
 11377.13769531 11315.34082031]",RH,[0.]
115825,992,"[12912.07910156 11577.69042969 12289.75292969 ... 10635.82714844
 11629.62792969 11454.90039062]",RH,[0.]
115825,993,"[12734.57714844 11736.19824219 12449.37988281 ... 10518.16894531
 11330.39453125 11333.21289062]",RH,[0.]
115825,994,"[12667.30664062 11212.8125     12138.61425781 ... 10938.18847656
 11911.52539062 11783.33886719]",RH,[1.]
115825,995,"[12581.68847656 11531.52832031 12388.40429688 ... 10788.61132812
 11636.19140625 11585.01757812]",RH,[1.]
115825,996,"[12703.32128906 11405.1953125  12244.70019531 ... 10603.77148438
 11483.23242188 11345.29003906]",RH,[1.]
115825,997,"[12741.54882812 11222.36621094 12175.19921875 ... 10281.92382812
 11125.59570312 11194.76269531]",RH,[1.]
115825,998,"[12732.6171875  11679.33300781 12322.42773438 ... 10492.35351562
 11407.99316406 11478.43554688]",RH,[1.]
115825,999,"[12578.38964844 11373.63964844 12224.75292969 ... 10264.4140625
 11231.49414062 11092.06054688]",RH,[0.]
115825,1000,"[12780.80957031 11412.80761719 12371.0625     ... 10713.765625
 11505.26074219 11397.17089844]",RH,[0.]
115825,1001,"[12747.6640625  11811.70996094 12612.08105469 ... 10640.81835938
 11667.39453125 11534.03320312]",RH,[1.]
115825,1002,"[12111.2265625  11789.4375     12522.85058594 ... 10471.03808594
 11272.84667969 11386.03808594]",RH,[1.]
115825,1003,"[12313.51269531 11660.56933594 12373.61914062 ... 10359.39453125
 11313.4140625  11279.78515625]",RH,[1.]
115825,1004,"[12763.04003906 11348.83203125 12234.04199219 ... 10540.95214844
 11367.91210938 11386.8515625 ]",RH,[1.]
115825,1005,"[12603.31640625 11365.15332031 12105.03808594 ... 10639.20214844
 11354.25683594 11447.23632812]",RH,[0.]
115825,1006,"[12805.97363281 11359.41308594 12262.83886719 ... 10813.02734375
 11660.31835938 11545.12695312]",RH,[1.]
115825,1007,"[12346.00097656 11506.04101562 12486.70800781 ... 10897.28125
 11712.98339844 11517.06835938]",RH,[1.]
115825,1008,"[12386.09179688 11524.22851562 12248.1796875  ... 10882.26171875
 11706.15234375 11636.21484375]",RH,[1.]
115825,1009,"[12592.08105469 11256.12207031 12081.29589844 ... 10664.14160156
 11324.14550781 11411.60839844]",RH,[1.]
115825,1010,"[12319.65527344 11387.86816406 12340.71679688 ... 10178.66992188
 11044.20800781 11113.76269531]",RH,[1.]
115825,1011,"[12283.37304688 11236.81640625 12318.33789062 ... 10273.17675781
 11068.82617188 10987.36425781]",RH,[1.]
115825,1012,"[12300.24023438 11583.97265625 12316.06835938 ... 10502.32324219
 11300.25390625 11331.86230469]",RH,[1.]
115825,1013,"[12549.93066406 11353.42480469 12092.57714844 ... 10392.8125
 11406.265625   11258.50195312]",RH,[1.]
115825,1014,"[12635.13574219 11589.05957031 12564.42675781 ... 10098.26757812
 11278.08398438 11042.39160156]",RH,[0.]
115825,1015,"[12436.75585938 11420.17089844 12330.21386719 ... 10479.2578125
 11395.14453125 11348.86132812]",RH,[1.]
115825,1016,"[12575.91015625 11189.37207031 12034.84960938 ... 10430.77050781
 11380.609375   11326.44726562]",RH,[1.]
115825,1017,"[12640.52441406 11668.88964844 12283.77832031 ... 10396.30761719
 11367.99414062 11206.328125  ]",RH,[1.]
115825,1018,"[12719.40429688 11056.30371094 12048.53808594 ... 10498.4375
 11382.16210938 11340.70996094]",RH,[0.]
115825,1019,"[12633.07226562 11532.63183594 12215.51367188 ... 10672.26269531
 11688.27832031 11535.03125   ]",RH,[1.]
115825,1020,"[12660.00976562 11540.33984375 12373.76953125 ... 10695.41699219
 11772.30664062 11392.08007812]",RH,[1.]
115825,1021,"[12949.67285156 11685.01367188 12552.50683594 ... 10552.03515625
 11459.41503906 11359.10839844]",RH,[1.]
115825,1022,"[12674.68261719 11641.29296875 12487.87695312 ... 10751.60546875
 11669.51464844 11431.03417969]",RH,[1.]
115825,1023,"[12841.27734375 11869.64746094 12415.140625   ... 10476.35644531
 11615.77246094 11314.6171875 ]",RH,[1.]
115825,1024,"[12717.0859375  11675.55566406 12577.38085938 ... 10736.03027344
 11536.57519531 11436.90429688]",RH,[1.]
115825,1025,"[12658.08203125 11677.93945312 12631.7109375  ... 10826.81542969
 11678.52050781 11646.01269531]",RH,[1.]
115825,1026,"[12811.68066406 11243.92089844 11981.1328125  ... 10607.71386719
 11573.44433594 11379.76367188]",RH,[1.]
115825,1027,"[12814.40429688 11345.86816406 12250.50488281 ... 10333.64648438
 11366.9140625  11117.18945312]",RH,[1.]
115825,1028,"[12627.25585938 11254.79101562 12216.30761719 ... 10366.93359375
 11234.61425781 11169.21191406]",RH,[1.]
115825,1029,"[12465.69628906 11514.69433594 12427.6171875  ... 10657.85351562
 11725.97070312 11460.11328125]",RH,[1.]
115825,1030,"[12548.140625   11874.86230469 12710.47460938 ... 10421.09277344
 11290.52246094 11316.8515625 ]",RH,[1.]
115825,1031,"[12597.68066406 11732.24609375 12578.45703125 ... 10347.52929688
 11308.93457031 11311.65917969]",RH,[1.]
115825,1032,"[12861.60839844 11487.83789062 12609.42578125 ... 10468.66894531
 11541.671875   11266.47558594]",RH,[1.]
115825,1033,"[12691.33398438 11832.74804688 12700.55566406 ... 10321.45507812
 11304.61523438 11293.21484375]",RH,[1.]
115825,1034,"[13017.83203125 11666.40234375 12152.72949219 ... 10734.35253906
 11642.33007812 11538.01464844]",RH,[1.]
115825,1035,"[13112.17773438 11234.67285156 11999.70996094 ... 10699.83691406
 11471.33105469 11633.47167969]",RH,[1.]
115825,1036,"[12866.93652344 11882.69628906 12594.51855469 ... 10689.36230469
 11457.84472656 11403.15039062]",RH,[0.]
115825,1037,"[12481.00878906 11522.72167969 12394.26757812 ... 10563.56054688
 11410.16503906 11496.90722656]",RH,[0.]
115825,1038,"[12650.81640625 11569.51660156 12346.33007812 ... 10383.08496094
 11279.75292969 11154.66113281]",RH,[1.]
115825,1039,"[12830.40429688 11460.41894531 12415.62597656 ... 10867.08105469
 11758.11816406 11648.51269531]",RH,[1.]
115825,1040,"[12805.74707031 11517.8359375  12378.6796875  ... 10601.87792969
 11472.45214844 11439.93066406]",RH,[1.]
115825,1041,"[12888.72070312 11422.73730469 12219.12011719 ... 10644.26269531
 11648.82226562 11492.27832031]",RH,[1.]
115825,1042,"[12566.42871094 11468.99609375 12551.83105469 ... 10704.76074219
 11705.10449219 11587.98339844]",RH,[1.]
115825,1043,"[12558.52050781 10919.64257812 12048.80566406 ... 10430.72949219
 11305.59863281 11191.47949219]",RH,[1.]
115825,1044,"[12672.06835938 11537.83203125 12424.69335938 ... 10646.35449219
 11436.20214844 11479.9609375 ]",RH,[1.]
115825,1045,"[12563.02636719 11541.65722656 12472.47949219 ... 10482.7578125
 11441.16210938 11226.24023438]",RH,[1.]
115825,1046,"[12494.85742188 11854.80664062 12403.31738281 ... 10426.79003906
 11344.38085938 11219.29003906]",RH,[1.]
115825,1047,"[12564.1796875  11461.02246094 12165.37890625 ... 10583.23828125
 11647.62988281 11282.72851562]",RH,[0.]
115825,1048,"[12934.04394531 11902.36035156 12445.91015625 ... 10647.88476562
 11507.43652344 11416.38085938]",RH,[0.]
115825,1049,"[12939.70410156 11370.7265625  12110.56640625 ... 10625.98632812
 11521.46289062 11432.14160156]",RH,[0.]
115825,1050,"[12611.16113281 11550.13476562 12487.8515625  ... 10570.52246094
 11338.875      11336.70605469]",RH,[0.]
115825,1051,"[12652.47265625 11578.02148438 12200.32910156 ... 10968.375
 12035.61425781 11777.21191406]",RH,[1.]
115825,1052,"[13039.15820312 11459.73632812 12270.98925781 ... 10485.6953125
 11394.80273438 11203.98632812]",RH,[1.]
115825,1053,"[12674.81542969 11336.82714844 12272.14550781 ... 10412.49316406
 11423.8984375  11161.83398438]",RH,[1.]
115825,1054,"[12731.4296875  11448.27246094 12315.83398438 ... 10698.61914062
 11432.40136719 11435.35351562]",RH,[1.]
115825,1055,"[12563.80566406 11601.74511719 12372.90625    ... 10689.19628906
 11388.859375   11453.49121094]",RH,[1.]
115825,1056,"[12639.13476562 11434.171875   12222.13671875 ... 10535.04296875
 11382.67285156 11378.04589844]",RH,[1.]
115825,1057,"[12909.8359375  11730.546875   12512.97363281 ... 10482.09375
 11514.12011719 11173.8828125 ]",RH,[1.]
115825,1058,"[12655.45117188 11512.27734375 12256.6640625  ... 10763.04785156
 11612.87597656 11438.25390625]",RH,[1.]
115825,1059,"[12326.97167969 11346.48339844 12232.97851562 ... 10521.5703125
 11415.44042969 11274.22363281]",RH,[1.]
115825,1060,"[12578.93652344 11229.49609375 11975.89257812 ... 10436.57714844
 11261.18457031 11201.53515625]",RH,[1.]
115825,1061,"[12581.90039062 11561.91699219 12375.07128906 ... 10482.28710938
 11346.68457031 11184.28125   ]",RH,[1.]
115825,1062,"[12757.39648438 11422.49707031 12234.11230469 ... 10252.46679688
 11198.11132812 11190.47753906]",RH,[1.]
115825,1063,"[12542.52734375 11498.94140625 12192.31933594 ... 10852.12695312
 11616.08496094 11609.09472656]",RH,[1.]
115825,1064,"[12870.36425781 11405.00683594 12283.76171875 ... 10713.65039062
 11541.39257812 11441.35546875]",RH,[1.]
115825,1065,"[12690.53125    11674.25683594 12339.58398438 ... 10510.40332031
 11519.82519531 11387.56738281]",RH,[1.]
